timestamp,open,high,low,close,volume
2021-06-14,127.8200,130.5400,127.0700,130.4800,96906490
2021-06-11,126.5300,127.4400,126.1000,127.3500,53522373
2021-06-10,127.0200,128.1900,125.9400,126.1100,71186421
2021-06-09,127.2100,127.7500,126.5200,127.1300,56877937
2021-06-08,126.6000,128.4600,126.2101,126.7400,74403774
2021-06-07,126.1700,126.3200,124.8321,125.9000,71057550
2021-06-04,124.0700,126.1600,123.8500,125.8900,75169343
2021-06-03,124.6800,124.8500,123.1300,123.5400,76229170
2021-06-02,124.2800,125.2400,124.0500,125.0600,59278862
2021-06-01,125.0800,125.3500,123.9400,124.2800,67637118
2021-05-28,125.5700,125.8000,124.5500,124.6100,71311109
2021-05-27,126.4400,127.6400,125.0800,125.2800,94625601
2021-05-26,126.9550,127.3900,126.4200,126.8500,56575920
2021-05-25,127.8200,128.3200,126.3200,126.9000,72009482
2021-05-24,126.0100,127.9400,125.9400,127.1000,63092945
2021-05-21,127.8200,128.0000,125.2100,125.4300,79295436
2021-05-20,125.2300,127.7200,125.1000,127.3100,76857123
2021-05-19,123.1600,124.9150,122.8600,124.6900,92611989
2021-05-18,126.5600,126.9900,124.7800,124.8500,63342929
2021-05-17,126.8200,126.9300,125.1700,126.2700,74244624
2021-05-14,126.2500,127.8900,125.8500,127.4500,81917951
2021-05-13,124.5800,126.1500,124.2600,124.9700,105861339
2021-05-12,123.4000,124.6400,122.2500,122.7700,112172282
2021-05-11,123.5000,126.2700,122.7700,125.9100,126142826
2021-05-10,129.4100,129.5400,126.8100,126.8500,88071229
2021-05-07,130.8500,131.2582,129.4750,130.2100,78973273
2021-05-06,127.8900,129.7500,127.1300,129.7400,78128334
2021-05-05,129.2000,130.4500,127.9700,128.1000,84000900
2021-05-04,131.1900,131.4899,126.7000,127.8500,137564718
2021-05-03,132.0400,134.0700,131.8300,132.5400,75135100
2021-04-30,131.7800,133.5600,131.0650,131.4600,109839466
2021-04-29,136.4700,137.0700,132.4500,133.4800,151100953
2021-04-28,134.3100,135.0200,133.0800,133.5800,107760097
2021-04-27,135.0100,135.4100,134.1100,134.3900,66015804
2021-04-26,134.8300,135.0600,133.5600,134.7200,66905069
2021-04-23,132.1600,135.1200,132.1600,134.3200,78756779
2021-04-22,133.0400,134.1500,131.4100,131.9400,84566456
2021-04-21,132.3600,133.7500,131.3001,133.5000,68847136
2021-04-20,135.0200,135.5300,131.8100,133.1100,94812349
2021-04-19,133.5100,135.4700,133.3400,134.8400,94264215
2021-04-16,134.3000,134.6700,133.2800,134.1600,84922386
2021-04-15,133.8200,135.0000,133.6400,134.5000,89347102
2021-04-14,134.9400,135.0000,131.6550,132.0300,87222782
2021-04-13,132.4400,134.6600,131.9300,134.4300,91266545
2021-04-12,132.5200,132.8500,130.6300,131.2400,91419983
